SCHOOL_YEAR,STATE_NAME,LEAID,LEA_NAME,DATA_GROUP_ID,DENOMINATOR,NUMERATOR,TEXT_VALUE,NUMERIC_VALUE,SUBGROUP
2022-2023,VIRGINIA,5102490,Middlesex County Public Schools,814PCT,1172,294,25.1%,25.1,ALLLEA
2022-2023,VIRGINIA,5102520,Montgomery County Public Schools,814PCT,9491,1750,18.4%,18.4,ALLLEA
2022-2023,VIRGINIA,5102580,Nelson County Public Schools,814PCT,1439,359,24.9%,24.9,ALLLEA
2022-2023,VIRGINIA,5102610,New Kent County Public Schools,814PCT,3382,515,15.2%,15.2,ALLLEA
2022-2023,VIRGINIA,5102640,Newport News City Public Schools,814PCT,25549,5852,22.9%,22.9,ALLLEA
2022-2023,VIRGINIA,5102670,Norfolk City Public Schools,814PCT,25595,5030,19.7%,19.7,ALLLEA
2022-2023,VIRGINIA,5102710,Northampton County Public Schools,814PCT,1294,386,29.8%,29.8,ALLLEA
2022-2023,VIRGINIA,5102730,Northumberland County Public Schools,814PCT,1144,194,17.0%,17,ALLLEA
2022-2023,VIRGINIA,5102760,Norton City Public Schools,814PCT,782,200,25.6%,25.6,ALLLEA
2022-2023,VIRGINIA,5102790,Nottoway County Public Schools,814PCT,1709,557,32.6%,32.6,ALLLEA
2022-2023,VIRGINIA,5102820,Orange County Public Schools,814PCT,4820,1276,26.5%,26.5,ALLLEA
2022-2023,VIRGINIA,5102850,Page County Public Schools,814PCT,2923,902,30.9%,30.9,ALLLEA
2022-2023,VIRGINIA,5102880,Patrick County Public Schools,814PCT,2382,425,17.8%,17.8,ALLLEA
2022-2023,VIRGINIA,5102910,Petersburg City Public Schools,814PCT,3935,1644,41.8%,41.8,ALLLEA
2022-2023,VIRGINIA,5102940,Pittsylvania County Public Schools,814PCT,7617,1707,22.4%,22.4,ALLLEA
2022-2023,VIRGINIA,5102980,Poquoson City Public Schools,814PCT,2055,328,16.0%,16,ALLLEA
2022-2023,VIRGINIA,5103000,Portsmouth City Public Schools,814PCT,12810,3804,29.7%,29.7,ALLLEA
2022-2023,VIRGINIA,5103030,Powhatan County Public Schools,814PCT,4123,587,14.2%,14.2,ALLLEA
2022-2023,VIRGINIA,5103060,Prince Edward County Public Schools,814PCT,1784,531,29.8%,29.8,ALLLEA
2022-2023,VIRGINIA,5103090,Prince George County Public Schools,814PCT,5948,1320,22.2%,22.2,ALLLEA
2022-2023,VIRGINIA,5103130,Prince William County Public Schools,814PCT,89124,17761,19.9%,19.9,ALLLEA
2022-2023,VIRGINIA,5103150,Pulaski County Public Schools,814PCT,3824,981,25.7%,25.7,ALLLEA
2022-2023,VIRGINIA,5103180,Radford City Public Schools,814PCT,3618,286,7.9%,7.9,ALLLEA
2022-2023,VIRGINIA,5103210,Rappahannock County Public Schools,814PCT,691,84,12.2%,12.2,ALLLEA
2022-2023,VIRGINIA,5103240,Richmond City Public Schools,814PCT,20354,5002,24.6%,24.6,ALLLEA
2022-2023,VIRGINIA,5103270,Richmond County Public Schools,814PCT,1310,250,19.1%,19.1,ALLLEA
2022-2023,VIRGINIA,5103300,Roanoke City Public Schools,814PCT,13033,3463,26.6%,26.6,ALLLEA
2022-2023,VIRGINIA,5103330,Roanoke County Public Schools,814PCT,13470,2065,15.3%,15.3,ALLLEA
2022-2023,VIRGINIA,5103370,Rockbridge County Public Schools,814PCT,2460,685,27.8%,27.8,ALLLEA
2022-2023,VIRGINIA,5103390,Rockingham County Public Schools,814PCT,11076,2354,21.3%,21.3,ALLLEA
2022-2023,VIRGINIA,5103420,Russell County Public Schools,814PCT,3199,847,26.5%,26.5,ALLLEA
2022-2023,VIRGINIA,5103460,Salem City Public Schools,814PCT,3668,600,16.4%,16.4,ALLLEA
2022-2023,VIRGINIA,5103480,Scott County Public Schools,814PCT,3791,512,13.5%,13.5,ALLLEA
2022-2023,VIRGINIA,5103510,Shenandoah County Public Schools,814PCT,5431,1323,24.4%,24.4,ALLLEA
2022-2023,VIRGINIA,5103520,Smyth County Public Schools,814PCT,3832,598,15.6%,15.6,ALLLEA
2022-2023,VIRGINIA,5103600,Southampton County Public Schools,814PCT,2438,333,13.7%,13.7,ALLLEA
2022-2023,VIRGINIA,5103640,Spotsylvania County Public Schools,814PCT,23751,6015,25.3%,25.3,ALLLEA
2022-2023,VIRGINIA,5103660,Stafford County Public Schools,814PCT,30532,6323,20.7%,20.7,ALLLEA
2022-2023,VIRGINIA,5103690,Staunton City Public Schools,814PCT,2558,472,18.5%,18.5,ALLLEA
2022-2023,VIRGINIA,5103710,Suffolk City Public Schools,814PCT,13968,2808,20.1%,20.1,ALLLEA
2022-2023,VIRGINIA,5103750,Surry County Public Schools,814PCT,646,94,14.6%,14.6,ALLLEA
2022-2023,VIRGINIA,5103780,Sussex County Public Schools,814PCT,968,294,30.4%,30.4,ALLLEA
2022-2023,VIRGINIA,5103810,Tazewell County Public Schools,814PCT,5265,1611,30.6%,30.6,ALLLEA
2022-2023,VIRGINIA,5103840,Virginia Beach City Public Schools,814PCT,63956,10812,16.9%,16.9,ALLLEA
2022-2023,VIRGINIA,5103870,Warren County Public Schools,814PCT,4993,1443,28.9%,28.9,ALLLEA
2022-2023,VIRGINIA,5103900,Washington County Public Schools,814PCT,6486,1346,20.8%,20.8,ALLLEA
2022-2023,VIRGINIA,5103930,Waynesboro City Public Schools,814PCT,2856,736,25.8%,25.8,ALLLEA
2022-2023,VIRGINIA,5103950,West Point Public Schools,814PCT,784,141,18.0%,18,ALLLEA
2022-2023,VIRGINIA,5103980,Westmoreland County Public Schools,814PCT,1486,188,12.7%,12.7,ALLLEA
2022-2023,VIRGINIA,5104020,Williamsburg-James City County Public Schools,814PCT,11296,1819,16.1%,16.1,ALLLEA
2022-2023,VIRGINIA,5104050,Winchester City Public Schools,814PCT,4078,865,21.2%,21.2,ALLLEA
2022-2023,VIRGINIA,5104080,Wise County Public Schools,814PCT,5539,542,9.8%,9.8,ALLLEA
2022-2023,VIRGINIA,5104110,Wythe County Public Schools,814PCT,3749,729,19.4%,19.4,ALLLEA
2022-2023,VIRGINIA,5104150,York County Public Schools,814PCT,12640,1833,14.5%,14.5,ALLLEA
2022-2023,WASHINGTON,5300001,Enumclaw School District,814PCT,4313,1295,30.0%,30,ALLLEA
2022-2023,WASHINGTON,5300002,Inchelium School District,814PCT,201,116,57.7%,57.7,ALLLEA
2022-2023,WASHINGTON,5300003,Kelso School District,814PCT,4920,2078,42.2%,42.2,ALLLEA
2022-2023,WASHINGTON,5300005,Educational Service District 112,814PCT,57,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5300007,Olympic Educational Service District 114,814PCT,14,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5300008,Northwest Educational Service District 189,814PCT,21,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5300010,Educational Service District 101,814PCT,142,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5300011,Capital Region ESD 113,814PCT,268,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5300012,Educational Service District 123,814PCT,214,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5300013,Educational Service District 105,814PCT,86,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5300015,Washington Center for Deaf and Hard of Hearing Youth,814PCT,99,21,21.2%,21.2,ALLLEA
2022-2023,WASHINGTON,5300030,Aberdeen School District,814PCT,3151,1395,44.3%,44.3,ALLLEA
2022-2023,WASHINGTON,5300060,Adna School District,814PCT,645,162,25.1%,25.1,ALLLEA
2022-2023,WASHINGTON,5300090,Almira School District,814PCT,144,36,25.0%,25,ALLLEA
2022-2023,WASHINGTON,5300150,Anacortes School District,814PCT,2573,728,28.3%,28.3,ALLLEA
2022-2023,WASHINGTON,5300240,Arlington School District,814PCT,5465,1801,33.0%,33,ALLLEA
2022-2023,WASHINGTON,5300280,Asotin-Anatone School District,814PCT,609,153,25.1%,25.1,ALLLEA
2022-2023,WASHINGTON,5300300,Auburn School District,814PCT,17314,8498,49.1%,49.1,ALLLEA
2022-2023,WASHINGTON,5300313,Lake Washington Institute of Technology,814PCT,577,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5300318,Office of the Governor (Sch for Blind),814PCT,58,28,48.3%,48.3,ALLLEA
2022-2023,WASHINGTON,5300324,Washington Military Department,814PCT,144,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5300325,Renton Technical College,814PCT,93,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5300328,Suquamish Tribal Education Department,814PCT,84,69,82.1%,82.1,ALLLEA
2022-2023,WASHINGTON,5300330,Bainbridge Island School District,814PCT,3541,834,23.6%,23.6,ALLLEA
2022-2023,WASHINGTON,5300333,Summit Public School: Olympus,814PCT,156,129,82.7%,82.7,ALLLEA
2022-2023,WASHINGTON,5300334,Summit Public School: Sierra,814PCT,235,134,57.0%,57,ALLLEA
2022-2023,WASHINGTON,5300335,Rainier Prep Charter School District,814PCT,330,90,27.3%,27.3,ALLLEA
2022-2023,WASHINGTON,5300337,Spokane International Academy,814PCT,736,154,20.9%,20.9,ALLLEA
2022-2023,WASHINGTON,5300339,PRIDE Prep Charter School District,814PCT,504,297,58.9%,58.9,ALLLEA
2022-2023,WASHINGTON,5300342,Rainier Valley Leadership Academy,814PCT,145,88,60.7%,60.7,ALLLEA
2022-2023,WASHINGTON,5300343,Summit Public School: Atlas,814PCT,458,305,66.6%,66.6,ALLLEA
2022-2023,WASHINGTON,5300345,Impact | Puget Sound Elementary,814PCT,596,240,40.3%,40.3,ALLLEA
2022-2023,WASHINGTON,5300347,Catalyst Public Schools,814PCT,434,195,44.9%,44.9,ALLLEA
2022-2023,WASHINGTON,5300348,Impact | Salish Sea Elementary,814PCT,342,157,45.9%,45.9,ALLLEA
2022-2023,WASHINGTON,5300349,Why Not You Academy,814PCT,146,99,67.8%,67.8,ALLLEA
2022-2023,WASHINGTON,5300350,Lumen Public School,814PCT,36,47,100%,100,ALLLEA
2022-2023,WASHINGTON,5300351,Intergenerational High School,814PCT,69,59,85.5%,85.5,ALLLEA
2022-2023,WASHINGTON,5300352,Pinnacles Prep Charter School,814PCT,168,69,41.1%,41.1,ALLLEA
2022-2023,WASHINGTON,5300354,Impact | Commencement Bay Elementary,814PCT,326,162,49.7%,49.7,ALLLEA
2022-2023,WASHINGTON,5300355,Pullman Community Montessori,814PCT,97,63,64.9%,64.9,ALLLEA
2022-2023,WASHINGTON,5300380,Battle Ground School District,814PCT,12268,4241,34.6%,34.6,ALLLEA
2022-2023,WASHINGTON,5300390,Bellevue School District,814PCT,18537,3695,19.9%,19.9,ALLLEA
2022-2023,WASHINGTON,5300420,Bellingham School District,814PCT,11530,4716,40.9%,40.9,ALLLEA
2022-2023,WASHINGTON,5300450,Benge School District,814PCT,5,3,60.0%,60,ALLLEA
2022-2023,WASHINGTON,5300480,Bethel School District,814PCT,20659,9011,43.6%,43.6,ALLLEA
2022-2023,WASHINGTON,5300510,Bickleton School District,814PCT,104,23,22.1%,22.1,ALLLEA
2022-2023,WASHINGTON,5300570,Blaine School District,814PCT,2043,921,45.1%,45.1,ALLLEA
2022-2023,WASHINGTON,5300630,Boistfort School District,814PCT,77,20,26.0%,26,ALLLEA
2022-2023,WASHINGTON,5300660,Bremerton School District,814PCT,4317,2221,51.4%,51.4,ALLLEA
2022-2023,WASHINGTON,5300690,Brewster School District,814PCT,997,225,22.6%,22.6,ALLLEA
2022-2023,WASHINGTON,5300720,Bridgeport School District,814PCT,761,163,21.4%,21.4,ALLLEA
2022-2023,WASHINGTON,5300750,Brinnon School District,814PCT,74,43,58.1%,58.1,ALLLEA
2022-2023,WASHINGTON,5300780,Burlington-Edison School District,814PCT,3318,1512,45.6%,45.6,ALLLEA
2022-2023,WASHINGTON,5300810,Camas School District,814PCT,7099,1574,22.2%,22.2,ALLLEA
2022-2023,WASHINGTON,5300840,Cape Flattery School District,814PCT,476,230,48.3%,48.3,ALLLEA
2022-2023,WASHINGTON,5300870,Carbonado School District,814PCT,180,32,17.8%,17.8,ALLLEA
2022-2023,WASHINGTON,5300950,Cascade School District,814PCT,1211,536,44.3%,44.3,ALLLEA
2022-2023,WASHINGTON,5300960,CASHMERE SCHOOL DISTRICT,814PCT,1528,289,18.9%,18.9,ALLLEA
2022-2023,WASHINGTON,5300990,Castle Rock School District,814PCT,1441,544,37.8%,37.8,ALLLEA
2022-2023,WASHINGTON,5301050,Centerville School District,814PCT,97,24,24.7%,24.7,ALLLEA
2022-2023,WASHINGTON,5301080,Central Kitsap School District,814PCT,11056,3557,32.2%,32.2,ALLLEA
2022-2023,WASHINGTON,5301110,Central Valley School District,814PCT,14269,4763,33.4%,33.4,ALLLEA
2022-2023,WASHINGTON,5301140,Centralia School District,814PCT,3395,1357,40.0%,40,ALLLEA
2022-2023,WASHINGTON,5301170,Chehalis School District,814PCT,2986,1048,35.1%,35.1,ALLLEA
2022-2023,WASHINGTON,5301200,Lake Chelan School District,814PCT,1281,383,29.9%,29.9,ALLLEA
2022-2023,WASHINGTON,5301230,Cheney School District,814PCT,5315,2078,39.1%,39.1,ALLLEA
2022-2023,WASHINGTON,5301260,Chewelah School District,814PCT,789,275,34.9%,34.9,ALLLEA
2022-2023,WASHINGTON,5301290,Chimacum School District,814PCT,696,305,43.8%,43.8,ALLLEA
2022-2023,WASHINGTON,5301320,Clarkston School District,814PCT,2491,1081,43.4%,43.4,ALLLEA
2022-2023,WASHINGTON,5301350,Cle Elum-Roslyn School District,814PCT,940,384,40.9%,40.9,ALLLEA
2022-2023,WASHINGTON,5301380,Queets-Clearwater School District,814PCT,40,10,25.0%,25,ALLLEA
2022-2023,WASHINGTON,5301410,Clover Park School District,814PCT,12045,5191,43.1%,43.1,ALLLEA
2022-2023,WASHINGTON,5301440,Colfax School District,814PCT,562,119,21.2%,21.2,ALLLEA
2022-2023,WASHINGTON,5301470,College Place School District,814PCT,1513,705,46.6%,46.6,ALLLEA
2022-2023,WASHINGTON,5301500,Colton School District,814PCT,140,45,32.1%,32.1,ALLLEA
2022-2023,WASHINGTON,5301560,Columbia (Stevens) School District,814PCT,138,56,40.6%,40.6,ALLLEA
2022-2023,WASHINGTON,5301590,Columbia (Walla Walla) School District,814PCT,734,294,40.1%,40.1,ALLLEA
2022-2023,WASHINGTON,5301630,Colville School District,814PCT,1667,732,43.9%,43.9,ALLLEA
2022-2023,WASHINGTON,5301660,Concrete School District,814PCT,494,185,37.4%,37.4,ALLLEA
2022-2023,WASHINGTON,5301680,Conway School District,814PCT,444,138,31.1%,31.1,ALLLEA
2022-2023,WASHINGTON,5301710,Cosmopolis School District,814PCT,165,45,27.3%,27.3,ALLLEA
2022-2023,WASHINGTON,5301800,Coupeville School District,814PCT,1036,402,38.8%,38.8,ALLLEA
2022-2023,WASHINGTON,5301830,Crescent School District,814PCT,336,110,32.7%,32.7,ALLLEA
2022-2023,WASHINGTON,5301860,Creston School District,814PCT,99,41,41.4%,41.4,ALLLEA
2022-2023,WASHINGTON,5301890,Curlew School District,814PCT,231,102,44.2%,44.2,ALLLEA
2022-2023,WASHINGTON,5301920,Cusick School District,814PCT,356,163,45.8%,45.8,ALLLEA
2022-2023,WASHINGTON,5301950,Damman School District,814PCT,42,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5301980,Darrington School District,814PCT,425,163,38.4%,38.4,ALLLEA
2022-2023,WASHINGTON,5302010,Davenport School District,814PCT,599,179,29.9%,29.9,ALLLEA
2022-2023,WASHINGTON,5302040,Dayton School District,814PCT,371,153,41.2%,41.2,ALLLEA
2022-2023,WASHINGTON,5302070,Deer Park School District,814PCT,2685,669,24.9%,24.9,ALLLEA
2022-2023,WASHINGTON,5302130,Dieringer School District,814PCT,1402,359,25.6%,25.6,ALLLEA
2022-2023,WASHINGTON,5302160,Dixie School District,814PCT,16,0,0.0%,0,ALLLEA
2022-2023,WASHINGTON,5302280,East Valley School District (Spokane),814PCT,3505,611,17.4%,17.4,ALLLEA
2022-2023,WASHINGTON,5302310,Eastmont School District,814PCT,5914,2244,37.9%,37.9,ALLLEA
2022-2023,WASHINGTON,5302340,Easton School District,814PCT,82,22,26.8%,26.8,ALLLEA
2022-2023,WASHINGTON,5302370,Eatonville School District,814PCT,1944,845,43.5%,43.5,ALLLEA
2022-2023,WASHINGTON,5302400,Edmonds School District,814PCT,20032,6936,34.6%,34.6,ALLLEA
2022-2023,WASHINGTON,5302460,Ellensburg School District,814PCT,3182,856,26.9%,26.9,ALLLEA
2022-2023,WASHINGTON,5302490,Elma School District,814PCT,1683,573,34.0%,34,ALLLEA
2022-2023,WASHINGTON,5302520,Endicott School District,814PCT,77,33,42.9%,42.9,ALLLEA
2022-2023,WASHINGTON,5302550,Entiat School District,814PCT,310,79,25.5%,25.5,ALLLEA
2022-2023,WASHINGTON,5302610,Ephrata School District,814PCT,2729,1021,37.4%,37.4,ALLLEA
2022-2023,WASHINGTON,5302640,Evaline School District,814PCT,53,21,39.6%,39.6,ALLLEA
2022-2023,WASHINGTON,5302670,Everett School District,814PCT,19908,6864,34.5%,34.5,ALLLEA
2022-2023,WASHINGTON,5302700,Evergreen School District (Clark),814PCT,22415,8635,38.5%,38.5,ALLLEA
2022-2023,WASHINGTON,5302730,Evergreen School District (Stevens),814PCT,38,20,52.6%,52.6,ALLLEA
2022-2023,WASHINGTON,5302820,Federal Way School District,814PCT,20891,9822,47.0%,47,ALLLEA
2022-2023,WASHINGTON,5302850,Ferndale School District,814PCT,4609,2033,44.1%,44.1,ALLLEA
2022-2023,WASHINGTON,5302880,Fife School District,814PCT,3861,1249,32.3%,32.3,ALLLEA
2022-2023,WASHINGTON,5302910,Finley School District,814PCT,867,314,36.2%,36.2,ALLLEA
2022-2023,WASHINGTON,5302940,Franklin Pierce School District,814PCT,7224,3356,46.5%,46.5,ALLLEA
2022-2023,WASHINGTON,5302970,Freeman School District,814PCT,875,175,20.0%,20,ALLLEA
2022-2023,WASHINGTON,5303000,Garfield School District,814PCT,116,47,40.5%,40.5,ALLLEA
2022-2023,WASHINGTON,5303030,Glenwood School District,814PCT,54,22,40.7%,40.7,ALLLEA
2022-2023,WASHINGTON,5303090,Goldendale School District,814PCT,2967,384,12.9%,12.9,ALLLEA
2022-2023,WASHINGTON,5303130,Grand Coulee Dam School District,814PCT,749,512,68.4%,68.4,ALLLEA
2022-2023,WASHINGTON,5303150,Grandview School District,814PCT,3517,1175,33.4%,33.4,ALLLEA
2022-2023,WASHINGTON,5303180,Granger School District,814PCT,1411,841,59.6%,59.6,ALLLEA
2022-2023,WASHINGTON,5303210,Granite Falls School District,814PCT,2251,1024,45.5%,45.5,ALLLEA
2022-2023,WASHINGTON,5303240,Grapeview School District,814PCT,241,84,34.9%,34.9,ALLLEA
2022-2023,WASHINGTON,5303270,Great Northern School District,814PCT,38,21,55.3%,55.3,ALLLEA
2022-2023,WASHINGTON,5303300,Green Mountain School District,814PCT,176,57,32.4%,32.4,ALLLEA
2022-2023,WASHINGTON,5303330,Griffin School District,814PCT,576,188,32.6%,32.6,ALLLEA
2022-2023,WASHINGTON,5303360,Harrington School District,814PCT,133,85,63.9%,63.9,ALLLEA
2022-2023,WASHINGTON,5303440,Coulee-Hartline School District,814PCT,164,45,27.4%,27.4,ALLLEA
2022-2023,WASHINGTON,5303510,Highland School District,814PCT,1061,347,32.7%,32.7,ALLLEA
2022-2023,WASHINGTON,5303540,Highline School District,814PCT,17518,8372,47.8%,47.8,ALLLEA
2022-2023,WASHINGTON,5303570,Hockinson School District,814PCT,2000,644,32.2%,32.2,ALLLEA
2022-2023,WASHINGTON,5303600,Hood Canal School District,814PCT,328,202,61.6%,61.6,ALLLEA
2022-2023,WASHINGTON,5303660,Hoquiam School District,814PCT,1607,694,43.2%,43.2,ALLLEA
2022-2023,WASHINGTON,5303720,Index Elementary School District 63,814PCT,21,11,52.4%,52.4,ALLLEA
2022-2023,WASHINGTON,5303750,Issaquah School District,814PCT,19224,4389,22.8%,22.8,ALLLEA
2022-2023,WASHINGTON,5303780,Kahlotus School District,814PCT,51,10,19.6%,19.6,ALLLEA
2022-2023,WASHINGTON,5303810,Kalama School District,814PCT,1151,391,34.0%,34,ALLLEA
2022-2023,WASHINGTON,5303870,Keller School District,814PCT,30,25,83.3%,83.3,ALLLEA
2022-2023,WASHINGTON,5303930,Kennewick School District,814PCT,18919,6783,35.9%,35.9,ALLLEA
2022-2023,WASHINGTON,5303960,Kent School District,814PCT,25243,10775,42.7%,42.7,ALLLEA
2022-2023,WASHINGTON,5303990,Kettle Falls School District,814PCT,1097,297,27.1%,27.1,ALLLEA
2022-2023,WASHINGTON,5304020,Kiona-Benton City School District,814PCT,1371,302,22.0%,22,ALLLEA
2022-2023,WASHINGTON,5304050,Kittitas School District,814PCT,613,243,39.6%,39.6,ALLLEA
2022-2023,WASHINGTON,5304080,Klickitat School District,814PCT,103,58,56.3%,56.3,ALLLEA
2022-2023,WASHINGTON,5304110,La Conner School District,814PCT,536,284,53.0%,53,ALLLEA
2022-2023,WASHINGTON,5304150,LaCrosse School District,814PCT,72,57,79.2%,79.2,ALLLEA
2022-2023,WASHINGTON,5304170,La Center School District,814PCT,1755,538,30.7%,30.7,ALLLEA
2022-2023,WASHINGTON,5304200,Lake Stevens School District,814PCT,9441,2993,31.7%,31.7,ALLLEA
2022-2023,WASHINGTON,5304230,Lake Washington School District,814PCT,30533,7479,24.5%,24.5,ALLLEA
2022-2023,WASHINGTON,5304260,Lakewood School District,814PCT,2583,1151,44.6%,44.6,ALLLEA
2022-2023,WASHINGTON,5304290,Lamont School District,814PCT,28,17,60.7%,60.7,ALLLEA
2022-2023,WASHINGTON,5304380,Liberty School District,814PCT,586,162,27.6%,27.6,ALLLEA
2022-2023,WASHINGTON,5304410,Lind School District,814PCT,207,94,45.4%,45.4,ALLLEA
2022-2023,WASHINGTON,5304470,Longview School District,814PCT,6207,2858,46.0%,46,ALLLEA
2022-2023,WASHINGTON,5304500,Loon Lake School District,814PCT,209,61,29.2%,29.2,ALLLEA
2022-2023,WASHINGTON,5304530,Lopez School District,814PCT,228,103,45.2%,45.2,ALLLEA
2022-2023,WASHINGTON,5304560,Riverview School District,814PCT,3088,901,29.2%,29.2,ALLLEA
2022-2023,WASHINGTON,5304590,Lyle School District,814PCT,212,147,69.3%,69.3,ALLLEA
2022-2023,WASHINGTON,5304620,Lynden School District,814PCT,3455,780,22.6%,22.6,ALLLEA
2022-2023,WASHINGTON,5304650,Mabton School District,814PCT,771,288,37.4%,37.4,ALLLEA
2022-2023,WASHINGTON,5304710,Mansfield School District,814PCT,97,27,27.8%,27.8,ALLLEA
2022-2023,WASHINGTON,5304740,Manson School District,814PCT,615,177,28.8%,28.8,ALLLEA
2022-2023,WASHINGTON,5304800,Mary M Knight School District,814PCT,1033,80,7.7%,7.7,ALLLEA
2022-2023,WASHINGTON,5304830,Mary Walker School District,814PCT,512,244,47.7%,47.7,ALLLEA
2022-2023,WASHINGTON,5304860,Marysville School District,814PCT,9857,4581,46.5%,46.5,ALLLEA
2022-2023,WASHINGTON,5304890,McCleary School District,814PCT,303,92,30.4%,30.4,ALLLEA
2022-2023,WASHINGTON,5304920,Mead School District,814PCT,10320,2114,20.5%,20.5,ALLLEA
2022-2023,WASHINGTON,5304950,Medical Lake School District,814PCT,1806,471,26.1%,26.1,ALLLEA
2022-2023,WASHINGTON,5304980,Mercer Island School District,814PCT,4030,226,5.6%,5.6,ALLLEA
2022-2023,WASHINGTON,5305010,Meridian School District,814PCT,1802,651,36.1%,36.1,ALLLEA
2022-2023,WASHINGTON,5305020,Methow Valley School District,814PCT,744,324,43.5%,43.5,ALLLEA
2022-2023,WASHINGTON,5305040,Mill A School District,814PCT,67,11,16.4%,16.4,ALLLEA
2022-2023,WASHINGTON,5305130,Monroe School District,814PCT,5680,2039,35.9%,35.9,ALLLEA
2022-2023,WASHINGTON,5305160,Montesano School District,814PCT,1409,391,27.8%,27.8,ALLLEA
2022-2023,WASHINGTON,5305190,Morton School District,814PCT,418,235,56.2%,56.2,ALLLEA
2022-2023,WASHINGTON,5305220,Moses Lake School District,814PCT,8461,3153,37.3%,37.3,ALLLEA
2022-2023,WASHINGTON,5305250,Mossyrock School District,814PCT,590,174,29.5%,29.5,ALLLEA
2022-2023,WASHINGTON,5305280,Mount Adams School District,814PCT,874,414,47.4%,47.4,ALLLEA
2022-2023,WASHINGTON,5305310,Mount Baker School District,814PCT,1669,721,43.2%,43.2,ALLLEA
2022-2023,WASHINGTON,5305340,Mount Pleasant School District,814PCT,68,22,32.4%,32.4,ALLLEA
2022-2023,WASHINGTON,5305370,East Valley School District (Yakima),814PCT,3296,1125,34.1%,34.1,ALLLEA
2022-2023,WASHINGTON,5305400,Mount Vernon School District,814PCT,6452,2719,42.1%,42.1,ALLLEA
2022-2023,WASHINGTON,5305430,Mukilteo School District,814PCT,14824,5777,39.0%,39,ALLLEA
2022-2023,WASHINGTON,5305460,Naches Valley School District,814PCT,1294,512,39.6%,39.6,ALLLEA
2022-2023,WASHINGTON,5305490,Napavine School District,814PCT,809,224,27.7%,27.7,ALLLEA
2022-2023,WASHINGTON,5305520,Naselle-Grays River Valley School District,814PCT,316,158,50.0%,50,ALLLEA
2022-2023,WASHINGTON,5305550,Nespelem School District,814PCT,123,68,55.3%,55.3,ALLLEA
2022-2023,WASHINGTON,5305610,Newport School District,814PCT,1076,407,37.8%,37.8,ALLLEA
2022-2023,WASHINGTON,5305640,Nine Mile Falls School District,814PCT,1413,348,24.6%,24.6,ALLLEA
2022-2023,WASHINGTON,5305670,Nooksack Valley School District,814PCT,1840,690,37.5%,37.5,ALLLEA
2022-2023,WASHINGTON,5305700,North Beach School District No. 64,814PCT,656,381,58.1%,58.1,ALLLEA
2022-2023,WASHINGTON,5305730,North Franklin School District,814PCT,2009,674,33.5%,33.5,ALLLEA
2022-2023,WASHINGTON,5305760,North Kitsap School District,814PCT,5347,1568,29.3%,29.3,ALLLEA
2022-2023,WASHINGTON,5305790,North Mason School District,814PCT,2283,669,29.3%,29.3,ALLLEA
2022-2023,WASHINGTON,5305820,North River School District,814PCT,73,43,58.9%,58.9,ALLLEA
2022-2023,WASHINGTON,5305850,North Thurston Public Schools,814PCT,14777,2614,17.7%,17.7,ALLLEA
2022-2023,WASHINGTON,5305880,Northport School District,814PCT,283,88,31.1%,31.1,ALLLEA
2022-2023,WASHINGTON,5305910,Northshore School District,814PCT,22473,5422,24.1%,24.1,ALLLEA
2022-2023,WASHINGTON,5305940,Oak Harbor School District,814PCT,5482,1699,31.0%,31,ALLLEA
2022-2023,WASHINGTON,5305970,Oakesdale School District,814PCT,138,59,42.8%,42.8,ALLLEA
2022-2023,WASHINGTON,5306000,Oakville School District,814PCT,325,188,57.8%,57.8,ALLLEA
2022-2023,WASHINGTON,5306060,Ocean Beach School District,814PCT,1009,445,44.1%,44.1,ALLLEA
2022-2023,WASHINGTON,5306090,Ocosta School District,814PCT,561,233,41.5%,41.5,ALLLEA
2022-2023,WASHINGTON,5306120,Odessa School District,814PCT,221,71,32.1%,32.1,ALLLEA
2022-2023,WASHINGTON,5306150,Okanogan School District,814PCT,1065,412,38.7%,38.7,ALLLEA
2022-2023,WASHINGTON,5306180,Olympia School District,814PCT,9401,2671,28.4%,28.4,ALLLEA
2022-2023,WASHINGTON,5306220,Omak School District,814PCT,5736,754,13.1%,13.1,ALLLEA
2022-2023,WASHINGTON,5306240,Onalaska School District,814PCT,833,298,35.8%,35.8,ALLLEA
2022-2023,WASHINGTON,5306270,Onion Creek School District,814PCT,40,16,40.0%,40,ALLLEA
2022-2023,WASHINGTON,5306300,Orcas Island School District,814PCT,701,224,32.0%,32,ALLLEA
2022-2023,WASHINGTON,5306330,Orchard Prairie School District,814PCT,74,31,41.9%,41.9,ALLLEA
